start,end,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14]
0 days 00:00:00,0 days 00:00:00.060000,0.0,0.70189846,0.0,0.0,0.0,-100.0,0.26312795,0.98834115,0.011264912,0.019652305,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.002570872,0.00030381806,71.77734,143.55469,186.6211,315.8203,0.040325046,225.01355,2.8910828,474253.84,19.317572,492.12534,-0.002544784,0.21618555,0.0037323618,29.172842,8.803218,10.158179,13.632541,5.4918904,-4.640697,4.772458,11.6965685,2.541564,-8.211322,-0.86627465,-4.1464133,-1.1672071,2.1708577
0 days 00:00:00.010000,0 days 00:00:00.070000,0.0,0.0,0.0,0.0,0.0,-100.0,0.25361475,0.98834115,0.00966991,0.019400353,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0021891526,0.00026045175,57.421875,100.48828,143.55469,272.7539,0.06746497,184.16399,2.4967234,406330.1,20.465956,544.35486,-0.002749048,0.17418061,0.0023291984,28.273447,8.72566,10.174152,12.015159,2.904498,-2.9254024,8.171335,13.527438,8.053154,-6.17338,4.138994,0.4788011,-1.6131014,4.800928
0 days 00:00:00.020000,0 days 00:00:00.080000,0.0,0.69899005,0.0,0.0,0.0,-100.0,0.2550486,0.98834115,0.008633883,0.020282187,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0022915176,0.00025147083,43.066406,71.77734,129.19922,272.7539,0.09125308,154.41591,2.3663228,328207.78,21.88521,606.7393,-0.0033545385,0.14574365,0.001078178,29.611338,9.020733,10.669913,11.095258,1.5069686,-2.063413,10.850925,18.07022,6.715673,-9.295776,6.8523097,4.8192725,1.9887232,5.9741807
0 days 00:00:00.030000,0 days 00:00:00.090000,0.0,0.69205815,0.0,0.0,0.0,-100.0,0.24824579,0.98834115,0.008531097,0.022675738,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0018248255,0.00029315558,71.77734,86.13281,157.91016,344.53125,0.079521954,193.58406,2.5821354,430489.38,19.391428,466.3629,-0.0024711334,0.18289971,0.0013998604,29.749826,8.566742,7.618263,12.954349,5.038099,-1.5165329,3.8276746,17.82049,4.204297,-10.48347,6.637962,10.72092,3.788864,2.3041172
0 days 00:00:00.040000,0 days 00:00:00.100000,0.0,0.7089837,0.0,0.0,0.0,-100.0,0.24390192,0.9751098,0.007882256,0.022801712,0.125355,0.28110608,0.40982828,0.54672694,0.6783026,0.740845,0.817559,0.882117,0.971293,1.0524712,1.0868764,1.1687067,1.2318671,1.2633175,1.2842008,1.3152238,1.4029919,1.4152104,1.4297444,1.4358066,1.3597627,1.2112652,1.037987,0.8763907,0.7269078,0.6009883,0.0017846205,0.00028997203,86.13281,114.84375,186.6211,358.88672,0.063846886,218.64702,2.7769907,478627.78,18.622526,426.03845,-0.0022359064,0.20986445,0.0023003975,30.65127,9.245074,8.349901,15.086535,7.2754955,-2.051671,1.6098042,19.480585,0.8417093,-11.147264,5.095203,8.712773,3.7763386,-1.2970945
0 days 00:00:00.050000,0 days 00:00:00.110000,0.0,0.705272,0.0,0.0,0.0,-100.0,0.22661829,0.9498736,0.006822497,0.021667928,0.12039823,0.30190954,0.39992714,0.5174796,0.6780579,0.6917638,0.7906015,0.82953304,0.9364657,1.0437394,1.0516407,1.1636353,1.2685094,1.2595547,1.220347,1.2112852,1.3477588,1.3426567,1.3737742,1.4315935,1.3621799,1.1796565,0.9954141,0.8524738,0.71843666,0.6079182,0.0010920551,0.0002635379,100.48828,129.19922,186.6211,301.46484,0.04972126,234.1262,2.647851,559922.1,17.565643,373.2675,-0.0016264422,0.22379248,0.0029710277,28.996027,10.250886,7.462942,17.379875,9.485198,-3.0912085,3.168335,23.928812,5.173037,-11.176926,4.402061,8.168012,-0.5218186,-3.9302635
0 days 00:00:00.060000,0 days 00:00:00.120000,0.0,0.71581763,0.0,0.0,0.0,-67.65284,0.21606202,0.9180293,0.005769626,0.019778281,0.110581435,0.3113811,0.37957624,0.47061732,0.6719224,0.6334134,0.7569962,0.7593643,0.87060446,0.9771852,1.0115861,1.1485271,1.2834932,1.2639287,1.1529186,1.0787238,1.2766342,1.2895766,1.3116499,1.4174505,1.3837248,1.170085,0.9614778,0.8408535,0.7176602,0.6188304,0.0009014548,0.0001969721,71.77734,143.55469,229.6875,330.17578,0.04775077,267.83328,2.7800283,822134.25,15.488187,296.81058,-0.0012990114,0.24812134,0.0022975572,26.852144,10.700935,9.613816,14.747489,5.7149467,-8.678418,2.2521095,26.700994,6.303459,-11.758971,2.3421116,8.094206,0.16409867,-2.1805444
0 days 00:00:00.070000,0 days 00:00:00.130000,56.418694,0.71448994,0.0,0.0,0.0,-35.290646,0.21662675,0.89889055,0.005085831,0.018770471,0.102077365,0.29888147,0.361768,0.4369069,0.65350807,0.6063046,0.75196314,0.70865077,0.8036153,0.8589279,0.97323686,1.0929483,1.2676635,1.2777969,1.1528965,1.018859,1.221353,1.2821436,1.2731701,1.40377,1.4294144,1.2020837,0.9730942,0.85742897,0.7411172,0.62157565,0.0010047918,0.00019861352,71.77734,143.55469,272.7539,430.66406,0.052681457,306.68542,3.0691862,1067609.5,13.30645,221.65324,-0.0010376467,0.2788656,0.001744931,25.962057,10.728278,7.548056,14.644567,3.3244002,-10.8764715,3.7523124,24.58985,4.238542,-12.907603,3.840865,8.888625,1.2462273,-2.0211523
0 days 00:00:00.080000,0 days 00:00:00.140000,56.737637,0.7423752,0.0,0.0,0.0,-2.9453201,0.22324665,0.89798635,0.0054227686,0.015873015,0.094287015,0.26532832,0.3470012,0.44112253,0.6451954,0.6244404,0.7709463,0.69140357,0.79874015,0.7436371,0.94678956,1.0529658,1.2257723,1.275967,1.1743226,1.0197343,1.2154374,1.3205014,1.2671288,1.37875,1.4748335,1.2517632,1.0098488,0.883924,0.79491204,0.6328902,0.001247099,0.00017756742,57.421875,114.84375,272.7539,502.4414,0.068892166,298.91727,3.1087275,1081803.9,12.719588,199.66505,-0.0011307545,0.2694459,0.0011082689,26.275307,11.338626,6.0188622,11.335261,-1.8983251,-9.725966,2.9192915,22.715006,4.7074275,-12.267131,0.9559787,9.1004715,4.645926,0.22063656
0 days 00:00:00.090000,0 days 00:00:00.150000,57.450394,0.757252,0.0,0.0,0.0,-0.27499947,0.22650951,0.90989524,0.007184711,0.012597632,0.09351174,0.23414086,0.35169306,0.4920304,0.65536404,0.68762636,0.8452695,0.7180097,0.80770135,0.71182543,0.9279208,1.0127236,1.1499205,1.2413529,1.1937904,1.0735092,1.25464,1.3564628,1.269147,1.3518324,1.5096794,1.2748766,1.0434458,0.9018634,0.85226136,0.6466779,0.0017820086,0.00014251744,57.421875,71.77734,215.33203,473.73047,0.056461353,241.24852,2.725728,831903.44,14.660579,262.71887,-0.001617326,0.22083269,0.0011476749,27.493876,13.819821,5.75572,8.78113,-4.783324,-7.8920045,5.508159,22.135809,7.1533165,-6.5435505,2.69653,5.758335,1.4166126,0.46094334
0 days 00:00:00.100000,0 days 00:00:00.160000,60.840702,0.7498522,0.0,0.0,0.0,3.8900776,0.23324656,0.92198724,0.009184538,0.010456034,0.105245054,0.22537078,0.37562236,0.5361344,0.67170733,0.76951,0.95987463,0.78478193,0.7975977,0.7494001,0.90079683,0.9811917,1.0716275,1.1984493,1.1717175,1.134518,1.2977318,1.3596911,1.2664022,1.2958212,1.5033189,1.2679254,1.0826538,0.9115897,0.88979834,0.66318923,0.0018763511,0.00013693584,43.066406,57.421875,157.91016,344.53125,0.08959589,171.18518,2.3309476,469787.25,20.515793,539.8358,-0.0036886118,0.16093966,0.0007947297,29.073977,16.569735,7.5253797,10.055367,-4.2650285,-6.1421638,10.768287,26.448584,11.488945,-7.414247,-0.057892006,6.281099,0.016730467,0.61880416
0 days 00:00:00.110000,0 days 00:00:00.170000,59.561764,0.7427214,0.0,0.0,0.092228755,7.806127,0.22995973,0.92603797,0.010221761,0.008692366,0.12378035,0.24155267,0.41264954,0.5649254,0.6893077,0.81233937,1.0175314,0.85292166,0.74362516,0.8245414,0.87897366,0.9472982,0.9820302,1.1557736,1.140107,1.1870618,1.3383493,1.3598169,1.2590817,1.2400137,1.4829701,1.2478837,1.1054152,0.91377753,0.8804359,0.6748226,0.0020483718,0.00012902137,71.77734,86.13281,143.55469,287.10938,0.105870396,169.80199,2.3094733,397905.38,21.878952,594.38806,-0.0038728265,0.16408771,0.0021998412,29.502527,17.1855,9.764579,13.764813,-0.76881677,-2.8093739,9.574424,18.305744,6.2228837,-5.6455436,2.2211506,6.552076,-1.8666029,0.34930006
0 days 00:00:00.120000,0 days 00:00:00.180000,57.82809,0.74916273,0.0,0.0,0.2193266,7.957627,0.2234631,0.91972494,0.011031116,0.007936508,0.14465106,0.2837688,0.44844723,0.5710804,0.67630583,0.7850623,0.9587398,0.8642289,0.71085906,0.8718955,0.8664894,0.9082487,0.9483798,1.1369779,1.1490976,1.2389842,1.357495,1.3400744,1.2437286,1.1920342,1.4299444,1.2417346,1.1236106,0.9083793,0.84269744,0.6699348,0.0016246695,0.00013049408,71.77734,100.48828,129.19922,186.6211,0.12831835,145.02193,2.2713797,283449.25,25.65535,789.1672,-0.004690208,0.14196207,0.0020772284,29.395468,17.458223,14.286138,20.049019,2.6877315,-1.3862323,12.983291,16.928982,3.4127245,-8.883919,1.312817,8.92567,0.023780003,1.2344722
0 days 00:00:00.130000,0 days 00:00:00.190000,53.097576,0.76743317,0.18055648,0.0,0.34642443,6.5700836,0.22891559,0.9127438,0.013147365,0.006802721,0.16385071,0.34348416,0.48101676,0.58504516,0.663743,0.7122256,0.8320299,0.8250595,0.73944855,0.87509775,0.89194244,0.88020945,0.95074266,1.1069895,1.1784183,1.2948576,1.3740855,1.3403794,1.2419,1.1822848,1.3800225,1.236097,1.1080222,0.8898061,0.80096227,0.6536193,0.0023577996,0.000114761955,86.13281,100.48828,129.19922,172.26562,0.14236496,143.87042,2.1878967,242560.05,33.352707,1536.9066,-0.007422997,0.14291264,0.0022510935,30.76068,18.698591,16.527708,18.990782,4.3571935,1.4811335,8.671899,13.70105,0.977518,-6.1040664,3.361515,7.674642,1.5503889,1.2704427
0 days 00:00:00.140000,0 days 00:00:00.200000,63.545742,0.75758106,0.0,0.18055648,0.50997686,5.936807,0.2466438,0.91971654,0.01553161,0.009196271,0.18511206,0.3977213,0.49693418,0.61147696,0.6625047,0.6603281,0.7471986,0.7615307,0.8033724,0.90609026,0.9690297,0.8632393,0.9642115,1.0543623,1.2088925,1.367228,1.4061841,1.3709344,1.2535458,1.225934,1.3732933,1.256795,1.0901805,0.8712527,0.7808803,0.6243992,0.0023665756,0.00018183852,71.77734,86.13281,129.19922,143.55469,0.12265632,115.81475,1.9617392,118362.32,43.72279,2465.0273,-0.012505571,0.11653843,0.00072788185,31.484566,19.1187,16.819492,17.40102,8.815892,4.0110292,11.783313,13.261235,6.0108604,0.3722976,5.9918485,8.029599,2.1522882,-0.5863154
0 days 00:00:00.150000,0 days 00:00:00.210000,73.64724,0.74776745,0.2858279,0.0,0.44562182,7.580339,0.31197238,0.98283845,0.02070515,0.011337869,0.21593471,0.4579668,0.5189225,0.64801127,0.71230704,0.66444176,0.8060145,0.7758741,0.9060416,1.0616598,1.1374851,0.9040289,1.012964,1.0132318,1.2401403,1.4395324,1.4947413,1.503903,1.3617789,1.3936414,1.4938507,1.3516258,1.1250321,0.8874282,0.80527693,0.6219675,0.0040343874,0.000490521,86.13281,100.48828,129.19922,143.55469,0.13279474,122.473,2.0071318,70758.7,44.94427,2655.0115,-0.018448077,0.12541126,0.011704992,31.776255,18.885235,14.684848,12.373057,15.350441,10.520539,7.476423,12.423116,5.1509542,2.3873184,6.4154572,5.934059,-1.0690757,-0.99931717
0 days 00:00:00.160000,0 days 00:00:00.220000,83.12855,0.7368911,0.19979633,0.50110465,0.3812668,8.660919,0.4153715,1.1587454,0.02786327,0.013731419,0.2541626,0.51872545,0.54969794,0.6800669,0.78338057,0.71300983,0.9542124,0.91623825,1.1315964,1.5440241,1.4985815,1.0955526,1.1339842,1.0508693,1.3624201,1.5826057,1.7787472,1.8310537,1.6819838,1.7933351,1.8448315,1.5982103,1.2757888,0.9821277,0.8830946,0.689079,0.0036676086,0.0025330908,86.13281,100.48828,129.19922,143.55469,0.18618782,123.84145,1.9668366,71895.734,35.8576,1941.2378,-0.035980705,0.1250638,0.012737616,28.626135,12.948647,13.075921,11.248408,25.068457,19.173582,8.318076,11.254598,2.8280265,3.6199808,6.1043706,8.500576,-1.232171,-0.5575394
0 days 00:00:00.170000,0 days 00:00:00.230000,81.16521,0.7437802,0.03668781,0.34352908,0.20498514,0.0,0.47651383,1.4286011,0.033705626,0.014109348,0.29343697,0.5828454,0.5747284,0.6785943,0.8101413,0.7677984,1.1722316,1.1946281,1.4593927,2.2865286,2.0707462,1.4243482,1.3672222,1.263343,1.6511798,1.7941669,2.2746944,2.2851021,2.189678,2.3325922,2.2884,1.9584836,1.5097685,1.1240665,0.9755642,0.8139467,0.0034510896,0.0034071233,86.13281,100.48828,129.19922,143.55469,0.19505017,125.45449,1.9477154,65348.53,31.74735,1734.7281,-0.050679043,0.12646876,0.013422585,28.497025,7.959021,11.906175,12.410056,27.530752,24.117348,13.113078,18.138693,3.6056602,1.803566,4.4837384,5.748361,-8.4702015,0.6588122
0 days 00:00:00.180000,0 days 00:00:00.240000,84.65632,0.75091743,0.05225584,0.18446231,0.31358108,8.659332,0.4391329,1.6387514,0.03186415,0.014487277,0.3181856,0.60474634,0.5680589,0.63974756,0.78137916,0.8172286,1.3707361,1.5147238,1.6863097,2.8039615,2.5386746,1.708309,1.5889043,1.5479101,1.9554373,1.9699863,2.7374458,2.611531,2.531363,2.675648,2.5534246,2.1955032,1.685695,1.2457741,1.0239875,0.93286294,0.0018383962,0.0031476729,71.77734,71.77734,114.84375,129.19922,0.26718378,105.89335,1.68002,54914.074,36.84454,2211.9287,-0.05162367,0.10521623,0.002628566,28.80826,7.853441,9.844687,15.370834,21.878626,22.28257,21.643272,21.929438,11.118127,4.7493234,2.8107662,7.206226,-5.867172,0.59622383
0 days 00:00:00.190000,0 days 00:00:00.250000,89.76792,0.7591948,0.067823865,0.025395537,0.42217705,5.698787,0.3356894,1.6261755,0.023681512,0.014613253,0.31240448,0.56534857,0.5229798,0.5731371,0.7029229,0.8369189,1.4321436,1.6437615,1.5948006,2.6909447,2.5695627,1.7045718,1.6427649,1.6956671,2.0391703,1.9643183,2.8011043,2.5359175,2.41202,2.5420897,2.4320753,2.175299,1.6806742,1.2762251,0.9940445,0.93969625,0.0015754515,0.0011159644,71.77734,71.77734,114.84375,143.55469,0.22425582,106.07896,1.8263556,75479.336,40.147083,2328.882,-0.032254033,0.10601013,0.0014102431,29.691368,13.746536,10.613972,16.330164,14.955178,12.796727,23.18823,22.600214,13.646748,2.699624,0.6705351,2.528325,-7.6109033,-0.45968565
0 days 00:00:00.200000,0 days 00:00:00.260000,92.22763,0.759154,0.08906501,0.027628118,0.44637644,4.5794787,0.26768157,1.4062573,0.016775345,0.014739229,0.27442494,0.48211172,0.47092095,0.5194707,0.64584523,0.82947856,1.318015,1.5213073,1.2300318,1.9954005,2.1209488,1.4478709,1.4921814,1.5908545,1.7947756,1.7459265,2.4161165,2.1507075,1.9277054,2.073697,2.0487776,1.9240862,1.5204501,1.2359067,0.9283447,0.85733193,0.0015570096,0.00020392575,71.77734,86.13281,114.84375,143.55469,0.23468733,116.32016,1.8087679,136480.11,35.94681,1723.8654,-0.013788725,0.11542801,0.0006477626,27.695745,18.973392,12.06078,16.77077,10.311593,4.71581,16.401247,20.93229,16.993246,0.52730095,-2.3311284,4.315227,0.6122422,-0.40232745
0 days 00:00:00.210000,0 days 00:00:00.270000,89.68276,0.744642,0.06751741,0.055449028,0.35880068,3.4971554,0.24131137,1.1490078,0.013200148,0.014739229,0.2196144,0.38711038,0.42039207,0.48192358,0.6171412,0.7864115,1.0538392,1.19226,0.87335896,1.2979091,1.5464271,1.154881,1.2791009,1.32677,1.4335446,1.5050026,1.9086013,1.7255954,1.4854511,1.644103,1.7096319,1.6558151,1.3469454,1.1818695,0.8862011,0.75430256,0.001247185,0.00016999566,71.77734,86.13281,114.84375,143.55469,0.1716428,128.29005,1.8641886,252675.58,27.043127,909.00073,-0.006625786,0.12391368,0.00036464236,25.143494,18.40013,13.60197,17.795835,9.184613,1.272858,10.666171,18.755201,15.153016,2.3955328,3.8127728,4.568953,2.1032693,-1.3746916
0 days 00:00:00.220000,0 days 00:00:00.280000,78.33757,0.72113425,0.11076527,0.11294299,0.24646263,7.38405,0.23805012,0.9904693,0.012145579,0.014487277,0.16994815,0.31090137,0.38940105,0.48204327,0.6225101,0.7536176,0.84420633,0.90385693,0.6858428,0.8989609,1.1551572,1.0102437,1.1090037,1.0895058,1.1961321,1.3655853,1.5783486,1.469129,1.321164,1.459258,1.5279964,1.4740037,1.2337753,1.134831,0.87538886,0.691391,0.0018520133,0.00014972963,57.421875,71.77734,114.84375,186.6211,0.1182192,132.07164,1.8444821,297092.72,23.836512,682.75885,-0.0048562945,0.12579657,0.00075984583,25.492401,18.497492,12.602191,13.184424,3.3469346,-0.17243917,7.8166428,16.124065,14.674721,4.3308544,4.37256,2.4047008,5.903013,2.886217
0 days 00:00:00.230000,0 days 00:00:00.290000,69.29487,0.7311907,0.13938542,0.1667132,0.29399315,8.416858,0.22456884,0.9223046,0.012076276,0.015621063,0.13946433,0.2518937,0.37026498,0.5176521,0.6401476,0.7402646,0.7099566,0.716937,0.6527565,0.7808259,0.95460963,0.9675378,0.9998271,0.93284816,1.1151608,1.3455983,1.4575882,1.3486437,1.3135777,1.4110855,1.4624615,1.3534693,1.1781597,1.0824271,0.87312484,0.66363657,0.00235068,0.000112455826,43.066406,43.066406,100.48828,186.6211,0.09793404,114.91425,1.8409029,284640.72,25.404177,780.3022,-0.0049079866,0.106890656,0.00091212016,25.925165,19.729048,13.256519,11.952915,2.4075396,0.059182327,4.77705,8.7471695,7.564535,5.4130673,7.998567,5.410559,7.007,3.1925583
0 days 00:00:00.240000,0 days 00:00:00.300000,58.38444,0.750369,0.2041809,0.19638626,0.26923084,7.5676093,0.21943836,0.8872525,0.012815565,0.015243133,0.12404534,0.21880119,0.38195112,0.5769944,0.6427842,0.7293388,0.6434651,0.633488,0.6784339,0.788814,0.8785977,0.93512505,0.8941719,0.8368418,1.079285,1.3269569,1.4117705,1.2771174,1.3253533,1.3906552,1.4245453,1.2727876,1.1106681,1.0108203,0.8532923,0.62246054,0.002656224,9.552886e-05,43.066406,43.066406,86.13281,186.6211,0.06314125,107.38485,1.7336717,229283.62,27.969185,926.9289,-0.005068093,0.10089811,0.0008125468,26.935434,21.036837,14.352942,10.804021,6.9895234,1.6686999,1.125228,3.162878,3.4231164,1.8107258,5.647423,4.2014794,8.096593,0.3190411
0 days 00:00:00.250000,0 days 00:00:00.310000,55.740604,0.7788546,0.2041809,0.19638626,0.26923084,4.2572503,0.20331676,0.853813,0.012124818,0.015747039,0.114596,0.20151715,0.40303048,0.6250936,0.61582667,0.69670296,0.5858831,0.610634,0.72602147,0.8237888,0.8243672,0.89512515,0.8229339,0.8118181,0.99082375,1.2641522,1.3786173,1.2321581,1.2562118,1.3210016,1.3901448,1.2281877,1.0352641,0.93227625,0.8273828,0.5855803,0.0017176432,0.00010043973,57.421875,71.77734,114.84375,215.33203,0.08978686,154.91554,2.0399249,498219.84,24.270363,748.8721,-0.0038821704,0.14287467,0.00041590817,26.074142,19.336212,11.735198,14.025834,7.988199,2.063872,3.7089012,4.7793794,0.14838998,-2.1867044,0.6557636,13.1147585,8.522293,-6.0988655
0 days 00:00:00.260000,0 days 00:00:00.320000,56.022186,0.78427935,0.2041809,0.19638626,0.26923084,1.9539051,0.1975845,0.81937474,0.009533486,0.013857394,0.1070753,0.19839387,0.40871254,0.61257994,0.5796286,0.65079004,0.5388929,0.5981838,0.77319527,0.8630889,0.78142905,0.8396203,0.82144976,0.8600082,0.89148927,1.1684724,1.3072075,1.1994472,1.1726192,1.2222427,1.3401266,1.183554,0.96857786,0.8678584,0.7932703,0.5558297,0.0012421691,0.00010077237,57.421875,86.13281,129.19922,229.6875,0.09753457,168.39354,2.2810364,529942.2,22.800003,651.5246,-0.002689238,0.157032,0.0002447818,26.956741,18.676495,9.979301,13.960307,6.2693043,1.5548702,5.2987022,10.128318,3.2629082,-5.2890687,5.0353017,15.422795,4.5371814,-8.122304
0 days 00:00:00.270000,0 days 00:00:00.330000,58.42516,0.79028064,0.24055608,0.18862309,0.26635382,3.868962,0.18833566,0.7890466,0.0071913004,0.012219704,0.099407546,0.19653578,0.3854145,0.55758315,0.5677803,0.62981486,0.53324556,0.59796387,0.8003073,0.87544805,0.7179834,0.81098795,0.8685215,0.9358413,0.8349187,1.1005114,1.2178254,1.1562678,1.0806848,1.131478,1.2706302,1.1146182,0.916044,0.82123464,0.74366206,0.5505015,0.0009653528,8.679306e-05,57.421875,100.48828,143.55469,272.7539,0.09620794,188.70068,2.5594018,644139.94,19.664377,478.9949,-0.0017101713,0.17548458,0.00030014137,27.010427,17.908442,8.736833,14.104615,1.0496935,-1.9899069,6.704594,14.732571,1.9236139,-1.4224774,7.1123414,16.695658,6.862016,-6.779412
0 days 00:00:00.280000,0 days 00:00:00.340000,60.789066,0.78848857,0.21955113,0.1952839,0.3111163,5.8726516,0.19093966,0.7674775,0.007443458,0.010330059,0.09721867,0.19842283,0.348951,0.48694572,0.56483936,0.6291621,0.5591171,0.6037262,0.8032789,0.88638735,0.6882828,0.7904642,0.9183747,0.9918454,0.8563954,1.0631018,1.1310596,1.1392516,1.0390333,1.0765651,1.1670531,0.9975786,0.88427204,0.79544324,0.6818246,0.55582213,0.00079604,8.850367e-05,43.066406,86.13281,114.84375,200.97656,0.07969319,137.15,2.2628295,352472.12,25.868568,816.55646,-0.0028070665,0.13036129,0.0002675472,28.066757,16.773994,10.374333,15.83714,4.9147253,6.628599,6.952558,15.593624,7.3596306,-3.671566,11.541214,10.093406,0.5375621,-4.498043
0 days 00:00:00.290000,0 days 00:00:00.350000,61.29918,0.7858164,0.22723623,0.17687714,0.3558788,7.4006495,0.1876901,0.76248556,0.008530629,0.008692366,0.09897772,0.2026747,0.32250902,0.44286445,0.560555,0.61950797,0.5904148,0.6247354,0.7706141,0.8968478,0.7226346,0.8277688,0.93689984,0.97681403,0.91822,1.0692962,1.112775,1.1459528,1.0393888,1.1007434,1.101841,0.90996814,0.8601745,0.7845691,0.63485944,0.5530171,0.0006174057,9.379781e-05,43.066406,86.13281,114.84375,186.6211,0.07819954,149.37512,2.25761,472468.1,22.756887,657.54706,-0.0022916018,0.13884671,0.00029106645,26.530838,14.73615,10.336495,16.134972,7.609207,6.7265286,5.321626,13.362601,8.0356455,1.9898173,3.7362108,6.2730174,7.034832,-1.3931793
0 days 00:00:00.300000,0 days 00:00:00.360000,63.15864,0.7637542,0.0,0.17876734,0.35638502,7.907191,0.19390303,0.77276325,0.010760295,0.010204081,0.10504527,0.20918399,0.31813785,0.42699385,0.52845794,0.5918924,0.6125201,0.65937835,0.7387962,0.9163347,0.81143934,0.931228,0.95421714,0.9442544,0.95793,1.1012115,1.1630257,1.1852127,1.0701336,1.115008,1.0596193,0.876985,0.8552576,0.7782984,0.6276056,0.55367804,0.0007749043,0.00010685728,43.066406,71.77734,100.48828,129.19922,0.111695744,120.80215,1.8219651,322146.56,29.234758,1081.8276,-0.0043379706,0.112571605,0.0006297881,27.588099,15.3100815,9.589859,19.856749,9.3813925,10.366572,3.4784286,11.708229,13.787453,-2.0094335,-0.118754946,6.368875,3.690174,0.66732335
0 days 00:00:00.310000,0 days 00:00:00.370000,66.219124,0.74771816,0.012425213,0.0,0.4134325,6.0977535,0.19832058,0.8000342,0.012124475,0.012093727,0.110879205,0.21758239,0.32802978,0.43306223,0.5112901,0.56473964,0.6008106,0.69428706,0.7119508,0.91285586,0.88822484,1.0771936,0.9921538,0.9487273,1.0037359,1.1622304,1.2903104,1.2667404,1.128057,1.1137314,1.0698949,0.9024808,0.87635356,0.78354144,0.6537127,0.5583133,0.0008665831,0.00012977488,43.066406,86.13281,100.48828,129.19922,0.13349566,139.10857,1.9233862,429901.75,24.47439,801.2781,-0.0036667548,0.12722774,0.0014521274,25.754679,14.4012,13.578175,21.705065,4.429575,3.7103179,2.7031105,9.898193,11.322865,-0.0062888465,-1.5709887,11.348515,10.181119,0.6566027
