start,end,F0final_sma,voicingFinalUnclipped_sma,jitterLocal_sma,jitterDDP_sma,shimmerLocal_sma,logHNR_sma,audspec_lengthL1norm_sma,audspecRasta_lengthL1norm_sma,pcm_RMSenergy_sma,pcm_zcr_sma,audSpec_Rfilt_sma[0],audSpec_Rfilt_sma[1],audSpec_Rfilt_sma[2],audSpec_Rfilt_sma[3],audSpec_Rfilt_sma[4],audSpec_Rfilt_sma[5],audSpec_Rfilt_sma[6],audSpec_Rfilt_sma[7],audSpec_Rfilt_sma[8],audSpec_Rfilt_sma[9],audSpec_Rfilt_sma[10],audSpec_Rfilt_sma[11],audSpec_Rfilt_sma[12],audSpec_Rfilt_sma[13],audSpec_Rfilt_sma[14],audSpec_Rfilt_sma[15],audSpec_Rfilt_sma[16],audSpec_Rfilt_sma[17],audSpec_Rfilt_sma[18],audSpec_Rfilt_sma[19],audSpec_Rfilt_sma[20],audSpec_Rfilt_sma[21],audSpec_Rfilt_sma[22],audSpec_Rfilt_sma[23],audSpec_Rfilt_sma[24],audSpec_Rfilt_sma[25],pcm_fftMag_fband250-650_sma,pcm_fftMag_fband1000-4000_sma,pcm_fftMag_spectralRollOff25.0_sma,pcm_fftMag_spectralRollOff50.0_sma,pcm_fftMag_spectralRollOff75.0_sma,pcm_fftMag_spectralRollOff90.0_sma,pcm_fftMag_spectralFlux_sma,pcm_fftMag_spectralCentroid_sma,pcm_fftMag_spectralEntropy_sma,pcm_fftMag_spectralVariance_sma,pcm_fftMag_spectralSkewness_sma,pcm_fftMag_spectralKurtosis_sma,pcm_fftMag_spectralSlope_sma,pcm_fftMag_psySharpness_sma,pcm_fftMag_spectralHarmonicity_sma,mfcc_sma[1],mfcc_sma[2],mfcc_sma[3],mfcc_sma[4],mfcc_sma[5],mfcc_sma[6],mfcc_sma[7],mfcc_sma[8],mfcc_sma[9],mfcc_sma[10],mfcc_sma[11],mfcc_sma[12],mfcc_sma[13],mfcc_sma[14]
0 days 00:00:00,0 days 00:00:00.060000,0.0,0.6220313,0.0,0.0,0.0,-100.0,0.14963959,0.98834115,0.011260357,0.028472222,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.00089088414,0.000109088374,72.916664,125.0,187.5,312.5,0.024571694,191.5705,3.346365,98392.31,9.05752,136.51176,-0.0012962738,0.1905155,0.0010957363,29.131815,8.457002,10.256844,12.838084,5.7019496,-5.7437396,4.995645,10.268441,2.5416605,-9.545124,-0.96104574,-5.4292045,-1.319562,1.1176068
0 days 00:00:00.010000,0 days 00:00:00.070000,0.0,0.6201337,0.0,0.0,0.0,-100.0,0.14411373,0.98834115,0.009670913,0.027777776,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0007612731,9.341204e-05,52.083332,83.333336,135.41667,260.41666,0.041011635,152.04625,2.9156742,83046.914,10.057551,165.66887,-0.0014560753,0.14850698,0.00068548275,28.267326,8.246692,10.311575,11.057712,3.131684,-4.2150702,8.423022,11.851353,8.181405,-7.7753296,4.0600996,-1.1045221,-1.736598,3.4438818
0 days 00:00:00.020000,0 days 00:00:00.080000,0.0,0.6202304,0.0,0.0,0.0,-100.0,0.14471768,0.98834115,0.008635637,0.028819444,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.00080529676,9.052659e-05,31.25,62.5,114.583336,239.58333,0.05545171,123.983116,2.750001,62551.72,10.270192,178.91199,-0.0018094634,0.12018809,0.0006079305,29.694178,8.389603,10.920677,9.993968,1.8081087,-3.568498,11.212212,16.225893,7.0653615,-11.147075,6.862358,3.067665,2.019553,4.4184475
0 days 00:00:00.030000,0 days 00:00:00.090000,0.0,0.6204195,0.0,0.0,0.0,-100.0,0.14084971,0.98834115,0.008535064,0.031944443,0.12921618,0.27204838,0.41952792,0.5544473,0.66972893,0.76589614,0.84702843,0.9178292,0.9822495,1.0430994,1.1020993,1.1600702,1.2171308,1.2728368,1.3262117,1.3755809,1.4180565,1.4484811,1.4578775,1.432704,1.3587462,1.2323397,1.069155,0.8959276,0.7342484,0.5943311,0.0006398323,0.000103611936,62.5,93.75,135.41667,312.5,0.050761435,159.58678,2.953209,83096.61,9.253987,150.70775,-0.001332879,0.15584843,0.0006832085,29.874529,7.9403424,7.8290343,11.941295,5.3847394,-2.951579,4.259191,16.125078,4.5925717,-12.134644,6.8347697,9.166473,3.9186919,1.0565554
0 days 00:00:00.040000,0 days 00:00:00.100000,0.0,0.6392157,0.0,0.0,0.0,-100.0,0.13837649,0.97484714,0.007878401,0.033680554,0.12613674,0.2803432,0.40916243,0.54690164,0.6784561,0.74029875,0.8178002,0.88211036,0.97120804,1.0528932,1.086509,1.1693302,1.2318048,1.2633198,1.2844416,1.3152779,1.4012784,1.4151589,1.42938,1.4349747,1.3587717,1.2101299,1.0371585,0.8761127,0.72625184,0.60081315,0.0006320253,0.0001029078,83.333336,125.0,166.66667,343.75,0.041043192,185.8026,3.1828635,85831.0,8.941147,141.60297,-0.0011495337,0.18539792,0.00090573536,30.859201,8.677992,8.706218,14.285129,7.83532,-3.1466904,2.3227012,18.245752,1.5575341,-12.426381,5.6787333,7.5893745,4.253027,-2.1591969
0 days 00:00:00.050000,0 days 00:00:00.110000,0.0,0.63529545,0.0,0.0,0.0,-100.0,0.12868258,0.94922704,0.006816006,0.03263889,0.12314516,0.30001387,0.39824596,0.51750726,0.67822,0.690388,0.79118556,0.8293424,0.93659925,1.0450648,1.0504555,1.1648456,1.2682384,1.2595118,1.220537,1.2110325,1.3436899,1.3429798,1.3735223,1.430242,1.3605342,1.1760325,0.99287415,0.8511568,0.7160909,0.60844433,0.0003834522,9.338657e-05,104.166664,135.41667,166.66667,312.5,0.03190009,199.61061,3.1162717,95315.57,9.213005,141.68396,-0.0007960857,0.19959445,0.0007803612,29.247559,9.7822485,7.924717,16.728243,10.250068,-3.7852333,3.9791842,23.093893,5.9963493,-12.12843,5.2196946,7.32148,0.04783714,-4.6158085
0 days 00:00:00.060000,0 days 00:00:00.120000,0.0,0.6517589,0.0,0.0,0.0,-100.0,0.122579835,0.9170973,0.0057620425,0.030208334,0.11433062,0.30839065,0.3772355,0.47050092,0.67206365,0.631191,0.75785017,0.7590396,0.8707698,0.9806555,1.009568,1.1501458,1.2829131,1.2639525,1.1529468,1.0782098,1.2703749,1.2903626,1.3125911,1.4162688,1.3822848,1.1630301,0.9570609,0.83849317,0.7138617,0.6204367,0.00031615785,7.1027374e-05,72.916664,135.41667,208.33333,312.5,0.026569968,206.93805,3.178952,127208.44,9.028424,133.67021,-0.0006505952,0.20292121,0.00064403214,26.991438,10.010588,9.864433,13.711766,6.1318264,-9.870289,2.544984,25.213312,6.671051,-13.37077,2.842209,6.666138,0.42696548,-3.3796136
0 days 00:00:00.070000,0 days 00:00:00.130000,0.0,0.64754564,0.0,0.0,0.0,-100.0,0.123036146,0.8981144,0.005075989,0.028125001,0.105305575,0.2957102,0.35975337,0.43674275,0.653526,0.60400385,0.75303507,0.7087057,0.803751,0.86485404,0.9710762,1.0941194,1.2669896,1.278232,1.1524215,1.0177635,1.215101,1.2837147,1.2766303,1.403978,1.4297142,1.1923137,0.96758777,0.8551915,0.7370345,0.62371963,0.00035102144,7.130338e-05,72.916664,135.41667,250.0,395.83334,0.02986434,229.78413,3.4506168,166174.64,7.971394,102.79944,-0.0005242834,0.22241227,0.0005071074,26.106375,10.05231,7.709162,13.569356,3.7406247,-12.00935,3.9966106,23.098602,4.480026,-14.552257,4.3408566,7.4326873,1.3713883,-3.247988
0 days 00:00:00.080000,0 days 00:00:00.140000,0.0,0.6691702,0.0,0.0,0.0,-100.0,0.12674779,0.89786214,0.0054098214,0.024305554,0.09491456,0.26237926,0.34634414,0.44147685,0.6452125,0.6227595,0.77223325,0.69242126,0.79832095,0.7529001,0.9454,1.0537045,1.2253976,1.2770094,1.1736034,1.0187795,1.2101222,1.3218511,1.2731415,1.3806971,1.4777317,1.2414297,1.0047828,0.88313216,0.7914843,0.6371846,0.0004343828,6.3481995e-05,52.083332,104.166664,239.58333,458.33334,0.042159393,215.75392,3.4039018,166820.19,8.075565,111.624146,-0.00061202934,0.20673071,0.00039642653,26.275251,10.547703,5.8546386,10.07131,-1.8473357,-11.159373,2.6638546,20.800253,4.359071,-14.125176,1.0049849,7.343368,4.3374767,-1.2256564
0 days 00:00:00.090000,0 days 00:00:00.150000,0.0,0.6794298,0.0,0.0,0.0,-100.0,0.12851037,0.91065043,0.007165383,0.019791666,0.091391616,0.23110373,0.3522602,0.4931867,0.6554075,0.68676156,0.8467372,0.7199259,0.80752134,0.7228505,0.9279174,1.0135702,1.1498927,1.242895,1.193894,1.072586,1.2507855,1.3569274,1.2759178,1.3547949,1.5150322,1.2658213,1.040162,0.904119,0.85037845,0.6550717,0.0006297696,5.10918e-05,52.083332,62.5,166.66667,437.5,0.036488127,173.11267,2.9998293,119555.28,9.427575,155.84149,-0.0009217663,0.16761653,0.0003877161,27.402544,13.059787,5.456386,7.537113,-4.897789,-9.381613,5.1816087,20.223822,6.753994,-8.423554,2.6210508,4.015499,1.1628591,-0.9114966
0 days 00:00:00.100000,0 days 00:00:00.160000,0.0,0.6812768,0.0,0.0,0.0,-100.0,0.13218248,0.9234066,0.009168834,0.01736111,0.10108646,0.22209035,0.37650523,0.5373595,0.6715768,0.76963717,0.96084684,0.7866809,0.79857,0.7591874,0.902188,0.9823268,1.0715683,1.1999754,1.1728493,1.1336459,1.2954894,1.3594179,1.272554,1.2991298,1.5104221,1.2612544,1.0818132,0.91620916,0.8890776,0.6771116,0.0006608791,4.933904e-05,31.25,52.083332,114.583336,312.5,0.055704366,124.29937,2.6330147,62489.22,13.272784,326.50943,-0.0020108062,0.12170524,0.00030506568,28.944754,15.788545,7.26072,8.7822695,-4.450048,-7.7247887,10.421163,24.511116,11.112081,-9.297768,-0.28195572,4.5281706,-0.29994306,-0.7985423
0 days 00:00:00.110000,0 days 00:00:00.170000,0.0,0.68166083,0.0,0.0,0.0,-100.0,0.13039087,0.92763406,0.010215861,0.015972221,0.118972264,0.23783927,0.4128262,0.5652116,0.68902445,0.81336737,1.016802,0.8533847,0.74630594,0.82890874,0.8811204,0.94876385,0.9816355,1.1572205,1.1420727,1.1860538,1.3377476,1.3602076,1.2643899,1.2429477,1.4905802,1.2432445,1.1071459,0.9203217,0.8813283,0.6910654,0.00070710666,4.6368892e-05,52.083332,83.333336,125.0,260.41666,0.0641698,131.86938,2.6914675,50675.34,15.196712,394.97327,-0.00206115,0.13279156,0.00065519364,29.445457,16.562096,9.787887,12.740799,-0.6390694,-4.101723,9.76433,16.836988,6.5661426,-7.271791,2.5288591,5.171852,-1.6865247,-0.76311237
0 days 00:00:00.120000,0 days 00:00:00.180000,0.0,0.6636024,0.0,0.0,0.0,-100.0,0.12685655,0.92106694,0.011032917,0.016319444,0.14240094,0.28050908,0.44650924,0.5701063,0.67575735,0.7869601,0.9564031,0.8638914,0.71390486,0.8714414,0.86841375,0.9093859,0.9478547,1.1384001,1.150929,1.2378292,1.3579124,1.3421754,1.2483064,1.1941087,1.4352647,1.2378362,1.1270189,0.91541296,0.8439217,0.68508667,0.00055204524,4.6879573e-05,62.5,93.75,135.41667,177.08333,0.077471346,123.05783,2.7571716,36330.973,17.624743,492.34805,-0.002390492,0.12506275,0.00089047785,29.493937,17.00163,14.550504,19.372873,3.1764193,-2.157591,13.593045,15.876373,4.2224064,-9.986549,2.0386097,7.979524,0.31757617,0.35684705
0 days 00:00:00.130000,0 days 00:00:00.190000,0.0,0.65153575,0.0,0.0,0.0,-100.0,0.1300229,0.913812,0.013149485,0.015277778,0.16656722,0.34183612,0.47673032,0.5835467,0.6628698,0.71441436,0.82902765,0.8244934,0.7410117,0.8739667,0.8925986,0.8809745,0.9506011,1.108191,1.1793945,1.2939348,1.3754128,1.3437328,1.2454864,1.1833471,1.3821988,1.2323036,1.112563,0.89629436,0.8015335,0.66608214,0.00080721715,4.1016643e-05,83.333336,93.75,135.41667,177.08333,0.0868201,126.265526,2.6792762,31133.867,19.878578,714.3298,-0.0036770338,0.12977289,0.0033120215,30.884329,18.287436,16.832495,18.389597,4.931374,0.7267077,9.390037,12.606952,1.8850123,-7.1482716,4.10235,6.779562,1.9288367,0.37631544
0 days 00:00:00.140000,0 days 00:00:00.200000,0.0,0.64872503,0.0,0.0,0.0,-100.0,0.14017224,0.9207351,0.015520708,0.017708333,0.19282293,0.39845014,0.4904457,0.6108095,0.6614737,0.6621534,0.74445647,0.7621737,0.802445,0.9077923,0.96816975,0.8635865,0.9647145,1.0545437,1.2094408,1.3659757,1.4091411,1.3740238,1.2547321,1.2260665,1.3732225,1.2533895,1.0959715,0.8773665,0.7810719,0.63467383,0.0008217523,6.515615e-05,72.916664,83.333336,125.0,145.83333,0.073632434,108.00503,2.439035,18240.102,23.433624,973.8282,-0.006166803,0.11082232,0.006027151,31.608908,18.747847,17.093433,16.798037,9.401221,3.2231133,12.58575,12.07949,6.8645477,-0.61387634,6.618566,7.1288986,2.5928729,-1.4918729
0 days 00:00:00.150000,0 days 00:00:00.210000,0.0,0.6615278,0.0,0.0,0.0,-100.0,0.17715462,0.98360467,0.020695211,0.01875,0.22704148,0.46086887,0.51146764,0.6484078,0.71131444,0.6656657,0.803562,0.77720803,0.90349287,1.0647255,1.1353847,0.90411264,1.0137839,1.0116616,1.2404122,1.4377089,1.4988798,1.5050272,1.3599731,1.3921603,1.4936794,1.3491807,1.1312475,0.89206237,0.8044262,0.63026714,0.0013385736,0.00017586692,83.333336,104.166664,135.41667,156.25,0.081061564,118.399284,2.481941,20735.857,22.778915,936.16864,-0.0090520475,0.1223883,0.008822255,31.958488,18.514683,15.109212,11.726726,16.050735,9.657246,8.398137,11.387764,6.1250157,1.4363703,7.040046,5.0522313,-0.47863197,-1.7977754
0 days 00:00:00.160000,0 days 00:00:00.220000,0.0,0.66424257,0.0,0.0,0.0,-100.0,0.23599537,1.1591244,0.027856385,0.019791666,0.26733094,0.5229914,0.5424902,0.68090075,0.7826559,0.71378213,0.95168805,0.91757137,1.1295457,1.5411931,1.4961075,1.0955487,1.1343533,1.0474783,1.3628778,1.5800656,1.782258,1.830011,1.6781918,1.7907495,1.8475481,1.5969267,1.2820165,0.9855051,0.8811433,0.6963039,0.0011870799,0.00089858216,72.916664,104.166664,135.41667,145.83333,0.11460721,119.94756,2.4504871,31467.76,18.735813,607.33734,-0.01782467,0.121997766,0.018792074,28.798767,12.620441,13.491565,10.623124,25.746918,18.356771,9.13486,10.315183,3.644436,2.697239,6.652813,7.556895,-0.75394136,-1.2924145
0 days 00:00:00.170000,0 days 00:00:00.230000,0.0,0.6578249,0.0,0.0,0.0,-100.0,0.270748,1.4283756,0.033703376,0.019444445,0.30819935,0.5884266,0.56664866,0.6795488,0.8097713,0.76857954,1.1698943,1.1950175,1.4597298,2.2740233,2.069534,1.4237661,1.3666738,1.2591314,1.6517363,1.7917428,2.2748272,2.2829516,2.1858995,2.3297322,2.2940855,1.9572486,1.5144701,1.1253964,0.97100466,0.81972665,0.0011189117,0.0012165157,72.916664,104.166664,135.41667,145.83333,0.12200484,122.02244,2.4372559,33950.996,14.468902,335.5804,-0.025092052,0.12364841,0.027408937,28.709051,7.512411,12.3661585,11.681996,28.26249,23.246065,14.021283,17.24298,4.558714,0.9385558,5.2642975,4.8997874,-7.952583,-0.085755505
0 days 00:00:00.180000,0 days 00:00:00.240000,0.0,0.647521,0.0,0.0,0.0,-100.0,0.24960494,1.638011,0.031862367,0.018402778,0.3327748,0.61275625,0.5583382,0.640578,0.78150827,0.8180995,1.3695768,1.5129045,1.6878242,2.7853,2.539676,1.7069287,1.5876104,1.5444742,1.9557623,1.9684234,2.733535,2.6102664,2.5290196,2.6727402,2.5610132,2.1933153,1.6885744,1.245533,1.017008,0.9347407,0.00062446,0.0011237822,52.083332,83.333336,114.583336,125.0,0.16517574,101.51867,2.187525,26238.219,16.67252,510.67374,-0.025876416,0.10117618,0.0243809,29.006723,7.3877296,10.337257,14.590606,22.656044,21.303572,22.6094,20.888926,12.180847,3.776825,3.6232986,6.159655,-5.437732,-0.41186237
0 days 00:00:00.190000,0 days 00:00:00.250000,0.0,0.6542478,0.0,0.0,0.0,-100.0,0.19078,1.6256169,0.023682997,0.017361112,0.32445002,0.5753407,0.511784,0.5737719,0.7037056,0.83759403,1.4323479,1.6404858,1.5954075,2.6742084,2.5727189,1.7016625,1.6412524,1.6939331,2.0393322,1.9639392,2.7954683,2.5369253,2.4123924,2.5407484,2.4409935,2.1731675,1.682841,1.2758771,0.9870755,0.93861485,0.00051985285,0.00040526074,52.083332,83.333336,114.583336,135.41667,0.13939464,99.53762,2.3275259,20427.533,19.968634,679.192,-0.016228987,0.10030297,0.013146334,29.838728,13.292329,11.097107,15.510921,15.66928,11.816279,24.056402,21.61709,14.626457,1.7183474,1.464094,1.443345,-7.2853336,-1.5118393
0 days 00:00:00.200000,0 days 00:00:00.260000,0.0,0.6563656,0.0,0.0,0.0,-100.0,0.15201582,1.4059787,0.0167787,0.014236111,0.28314385,0.49202347,0.46065068,0.51912224,0.6473923,0.8294787,1.3195409,1.5175987,1.2282457,1.9851717,2.124051,1.4442526,1.4907357,1.5907922,1.7946163,1.7456735,2.4108474,2.1534414,1.9301065,2.0728738,2.05746,1.9223665,1.5221637,1.2362065,0.9227827,0.85470635,0.00051197084,7.403084e-05,62.5,83.333336,114.583336,145.83333,0.14280589,105.861305,2.3194163,27812.396,21.98435,738.60175,-0.007105348,0.10703728,0.0025613096,27.840437,18.590212,12.513313,16.040918,10.96286,3.793786,17.145248,20.004301,17.871298,-0.5199767,-1.7033919,3.1693718,0.8049285,-1.4130367
0 days 00:00:00.210000,0 days 00:00:00.270000,0.0,0.65134126,0.0,0.0,0.0,-100.0,0.1370703,1.1493868,0.0131970765,0.012152779,0.22508104,0.3947285,0.41419327,0.4803698,0.61882216,0.7856726,1.055723,1.1892477,0.8704552,1.2925981,1.5477057,1.1515408,1.2776512,1.3272154,1.4333215,1.5040398,1.9049249,1.7291473,1.489369,1.6447412,1.7188076,1.6559868,1.3491306,1.1838082,0.88345224,0.7563227,0.00040203775,6.168828e-05,62.5,83.333336,114.583336,145.83333,0.10341459,108.08712,2.326255,40200.137,20.48933,579.1787,-0.0033960806,0.10792649,0.002482888,25.215357,18.07532,13.932583,17.094488,9.680289,0.35976267,11.157031,17.749298,15.626784,1.1998987,4.0560465,3.369044,2.04235,-2.4787247
0 days 00:00:00.220000,0 days 00:00:00.280000,0.0,0.60342884,0.0,0.0,0.0,-100.0,0.13503419,0.9911413,0.012133154,0.010069445,0.17209171,0.315328,0.3877678,0.47988883,0.62386274,0.7525851,0.8462046,0.9012952,0.68379325,0.89576215,1.1543633,1.0086159,1.1075279,1.0899065,1.1962546,1.3638674,1.5753571,1.4721817,1.3249792,1.4600372,1.5363936,1.4752861,1.2359462,1.1378089,0.87438583,0.69818383,0.00064039655,5.4377317e-05,52.083332,62.5,104.166664,177.08333,0.06960189,104.67316,2.229253,46101.47,17.8475,451.00278,-0.0026259639,0.10292381,0.0014383354,25.503647,17.97864,12.721436,12.214173,3.5668766,-1.5285689,8.022359,14.616218,14.847594,2.706766,4.305132,0.8371026,5.6997933,1.559024
0 days 00:00:00.230000,0 days 00:00:00.290000,0.0,0.61247486,0.0,0.0,0.0,-100.0,0.12732482,0.9235256,0.012066149,0.010416667,0.1374999,0.2546488,0.37199417,0.5161218,0.6409433,0.7396665,0.71250105,0.71427506,0.6527223,0.77785206,0.95313245,0.96776694,0.9984217,0.9331308,1.116341,1.3451061,1.4560561,1.3513111,1.3171579,1.4120702,1.4709619,1.356603,1.1818262,1.086301,0.8737784,0.6734744,0.0008150316,4.0884875e-05,31.25,41.666668,83.333336,166.66667,0.06038637,84.0575,2.1516972,39172.832,19.873001,607.26544,-0.0029213696,0.07974703,0.00027613543,25.806648,19.086874,13.189117,10.689448,2.2554274,-1.6611319,4.660366,6.779537,7.24709,3.427952,7.436971,3.394181,6.37855,1.5585603
0 days 00:00:00.240000,0 days 00:00:00.300000,0.0,0.63961035,0.0,0.0,0.0,-66.13468,0.12413367,0.88892585,0.012812885,0.010069445,0.11769407,0.22015937,0.38493428,0.5767297,0.6433117,0.7294693,0.64614254,0.63116,0.68044543,0.7850306,0.8777754,0.9366834,0.8927736,0.83722496,1.0816482,1.3292595,1.411832,1.2794799,1.3290479,1.3922209,1.4333478,1.2776694,1.1159452,1.0145472,0.855258,0.6322831,0.0009255707,3.460486e-05,31.25,31.25,72.916664,166.66667,0.039424434,79.12899,2.020587,31342.61,21.384476,697.5073,-0.0030890275,0.07501478,0.0003686871,26.706682,20.16395,14.027997,9.220872,6.499109,-0.39772725,0.652296,0.84554046,2.784633,-0.420755,4.8710227,1.9977756,7.4124236,-1.2933105
0 days 00:00:00.250000,0 days 00:00:00.310000,53.505013,0.70733994,0.0,0.0,0.0,-32.261494,0.11520281,0.85569555,0.012128326,0.010763888,0.10615382,0.20198034,0.40580007,0.62579936,0.61700517,0.6970544,0.58840626,0.60920805,0.72903496,0.8197461,0.8247692,0.89722127,0.8214678,0.8123722,0.994127,1.269155,1.380294,1.2341069,1.2597368,1.3224539,1.3985453,1.2339824,1.0412935,0.9350273,0.82997245,0.5933711,0.0005990959,3.5549725e-05,52.083332,62.5,104.166664,208.33333,0.060569614,114.93119,2.3638103,67044.484,19.62044,614.3339,-0.0023685936,0.11100342,0.00023791294,25.972275,18.615866,11.648594,12.74649,7.841061,0.3793622,3.6711874,2.7988303,-0.07930851,-3.9606972,0.31165028,11.318508,8.168372,-7.467106
0 days 00:00:00.260000,0 days 00:00:00.320000,53.310833,0.7124345,0.0,0.0,0.0,1.6039466,0.11206585,0.8211233,0.009534095,0.010416667,0.09962499,0.19812782,0.41108242,0.61340195,0.58140516,0.65077806,0.5403827,0.5978444,0.7759401,0.8599836,0.78251153,0.8409758,0.8200123,0.8605135,0.8947792,1.1745945,1.3098152,1.2013284,1.1757791,1.2236415,1.3474072,1.1885153,0.97366047,0.8692937,0.79577154,0.5620367,0.00043342993,3.5357556e-05,62.5,83.333336,125.0,218.75,0.06362697,130.65881,2.6663399,72391.32,17.153973,460.5336,-0.0015197262,0.12861787,0.0001916749,26.966644,18.071947,10.129378,12.924592,6.420145,0.25008526,5.523371,8.46155,3.3534288,-6.7953477,5.115795,13.940242,4.5397954,-9.321374
0 days 00:00:00.270000,0 days 00:00:00.330000,56.222843,0.7108565,0.0,0.0,0.0,4.019657,0.107107736,0.7904369,0.007181722,0.010069445,0.09577157,0.19594783,0.38775995,0.5574386,0.570199,0.62890005,0.5337107,0.59804827,0.8021942,0.8739123,0.7185502,0.81109494,0.867246,0.9363715,0.8379243,1.1060925,1.220759,1.1581271,1.0836154,1.1325241,1.2766817,1.117516,0.91937417,0.8220256,0.74546033,0.55411464,0.00033117295,3.030619e-05,62.5,93.75,135.41667,250.0,0.06358781,147.36513,2.990792,86900.07,14.481384,327.32947,-0.000853417,0.14613973,0.00010799771,27.138847,17.515755,9.268034,13.3378,1.6228377,-2.9452941,7.4890656,13.4739485,2.474634,-2.6912787,7.669122,15.459109,7.141004,-7.885271
0 days 00:00:00.280000,0 days 00:00:00.340000,57.14083,0.70221615,0.0,0.0,0.26793256,-29.853529,0.10850815,0.7686722,0.007431105,0.009722223,0.09754163,0.19811912,0.35182986,0.48589253,0.56707317,0.6278341,0.55917764,0.6031127,0.80467606,0.88570493,0.6874921,0.7893029,0.9176399,0.99274635,0.8589408,1.068041,1.1338434,1.1411374,1.04257,1.0778755,1.1732737,0.9985153,0.8860922,0.79648066,0.68303204,0.557533,0.00027143353,3.1622225e-05,52.083332,83.333336,114.583336,177.08333,0.049097553,113.28012,2.7328541,45860.957,17.495592,479.46378,-0.0014178605,0.11283699,0.00010045781,28.159653,16.359306,10.8447485,15.025582,5.4127355,5.5820217,7.569264,14.415868,7.76666,-4.991693,11.972274,8.793375,0.81823283,-5.655973
0 days 00:00:00.290000,0 days 00:00:00.350000,0.0,0.69944733,0.0,0.0,0.0,-63.718967,0.10664046,0.7637461,0.008519986,0.008680556,0.1010968,0.20248742,0.32476366,0.44153538,0.5618423,0.6182623,0.5906726,0.6229046,0.7732303,0.8950689,0.7207775,0.8263317,0.93653584,0.9785599,0.92068833,1.073978,1.1144379,1.1474663,1.044454,1.103042,1.1091012,0.9103866,0.8618601,0.78708297,0.63589317,0.5549395,0.00020948278,3.3796085e-05,41.666668,72.916664,114.583336,177.08333,0.049031217,109.76333,2.5876133,54427.863,16.31526,408.95773,-0.0012307371,0.10732555,0.0001050558,26.489428,14.257355,10.5441065,15.244762,7.957292,5.5822635,5.885937,12.184587,8.341762,0.6538026,4.159801,5.0365677,7.2234397,-2.407231
0 days 00:00:00.300000,0 days 00:00:00.360000,0.0,0.69082063,0.0,0.0,0.0,-100.0,0.10974619,0.77400845,0.010757643,0.011458334,0.10616004,0.20910971,0.31829107,0.42572948,0.5288697,0.59120107,0.6135123,0.6567037,0.7433879,0.9128534,0.80950236,0.9308703,0.95419866,0.94677067,0.9600482,1.1053926,1.1627308,1.1858643,1.0762099,1.1180915,1.0660797,0.8776881,0.8572646,0.782041,0.62845564,0.55719286,0.0002514545,3.85712e-05,41.666668,62.5,104.166664,125.0,0.07060305,88.380775,2.1475432,34982.37,21.89723,802.8791,-0.002534043,0.084992886,0.00018540416,27.484556,14.600125,9.48478,18.67401,9.394768,8.936217,3.5936375,10.23093,13.859515,-3.7194774,-0.020231327,4.8172493,3.5386455,-0.5901275
0 days 00:00:00.310000,0 days 00:00:00.370000,0.0,0.6901927,0.0,0.0,0.0,-100.0,0.112170614,0.8009835,0.012120697,0.014583334,0.108992524,0.21741141,0.32535076,0.43200693,0.510938,0.5648567,0.6022875,0.6917167,0.71816486,0.907799,0.88765913,1.0778422,0.99211997,0.9514313,1.0050788,1.164834,1.2876838,1.2664958,1.1345408,1.117219,1.073408,0.9027538,0.87875766,0.7876728,0.65411377,0.5644374,0.00028554746,4.6817368e-05,31.25,62.5,104.166664,135.41667,0.0868783,92.02228,2.048693,49412.395,19.652876,677.6624,-0.0022730303,0.08660226,0.0004112903,25.59401,13.650517,13.350978,20.388342,4.257779,2.2050953,2.629506,8.310634,11.274022,-1.9128351,-1.6285759,9.642226,9.759368,-0.63607526
0 days 00:00:00.320000,0 days 00:00:00.380000,0.0,0.6496965,0.0,0.0,0.0,-100.0,0.13254237,0.8608029,0.013293639,0.019097224,0.11278856,0.22632694,0.3501046,0.4545753,0.54141474,0.58375424,0.5866353,0.7234478,0.70941544,0.8643858,0.90884084,1.216065,1.0372359,1.025292,1.124736,1.2952675,1.5025941,1.3755311,1.221954,1.1414869,1.1506089,1.0013361,0.98183566,0.8746233,0.7442103,0.62640953,0.00042306088,6.0604845e-05,41.666668,72.916664,104.166664,135.41667,0.1007385,99.55314,2.138549,90017.914,18.96034,631.2697,-0.0032891335,0.09273694,0.00042405011,23.031225,17.728533,15.1591215,22.530115,-1.3479657,3.027909,7.8183694,7.973517,13.997853,-3.207241,2.3322046,5.7365975,6.5057507,-0.19959958
